ID,UFINCA,DERECHOS,PLANO_CAT,AREA_PL,AREA_ER,PROVINCIA,CANTON,DISTRITO,DIRECCION,TELEFONO,IMAGEN_PC,IMAGEN_EC,IMAGEN_EP,IMAGEN_PJ,OBSERVAC
"47",2-00267696,"2",A-0957434-1991,"11,996.64","10,051.74",ALAJUELA,ATENAS,CONCEPCION,,,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00267696\A-0957434-1991.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00267696\2-00267696.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00267696\A-0957434-1991_EP.pdf,,
"48",2-00035364,"1",A-0004954-1975,"956,261.11","857,085.14",ALAJUELA,ATENAS,JESUS,,,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00035364\A-0004954-1975.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00035364\2-00035364.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00035364\A-0004954-1975_EP.pdf,,
"49",2-00178702,"9",A-1101488-2006,"242,980.06","241,723.06",ALAJUELA,ATENAS,ESCOBAL,,,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00178702\A-1101488-2006.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00178702\2-00178702.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00178702\A-1101488-2006_EP.pdf,,
"52",2-00020309,"3",A-0487705-1982,"146,591.78","17,930.93",ALAJUELA,OROTINA,OROTINA ,,,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00020309\A-0487705-1982.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00020309\2-00020309.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00020309\A-0487705-1982_EP.pdf,,
"53",2-00356664,"1",A-0049202-1992,"14,150.97","13,402.97",ALAJUELA,OROTINA,OROTINA ,,,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00356664\A-0049202-1992.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00356664\2-00356664.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00356664\A-0049202-1992_EP.pdf,,
"54",2-00514539,"1",A-1701652-2013,"370,271.00","370,271.00",ALAJUELA,ATENAS,ESCOBAL,,,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00514539\A-1701652-2013.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00514539\2-00514539.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00514539\A-1701652-2013_EP.pdf,,
"55",2-00167748,"1",A-1759754-2014,"136,430.00","133,818.00",ALAJUELA,ATENAS,ESCOBAL,,,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00167748\A-1759754-2014.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00167748\2-00167748.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00167748\A-1759754-2014_EP.pdf,,
"56",1-00548155,"1",SJ-0930007-2004,"4,987.53","4,792.52",SAN JOSE,ESCAZU,SAN RAFAEL ,,,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\1-00548155\SJ-0930007-2004.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\1-00548155\1-00548155.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\1-00548155\SJ-0930007-2004_EP.pdf,,
"57",2-00533751,"1",A-2201342-2020,"19,845.00","17,937.00",ALAJUELA,ATENAS,CONCEPCION,,,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00533751\A-2201342-2020.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00533751\2-00533751.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00533751\A-2201342-2020_EP.pdf,,
"58",6-00174771,"1",P-1141624-2007,"381,086.83","381,086.83",PUNTARENAS,ESPARZA,CALDERA,,,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\6-00174771\P-1141624-2007.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\6-00174771\6-00174771.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\6-00174771\P-1141624-2007_EP.pdf,,
"59",6-00149011,"1",P-1019012-2005,"68,651.55","68,651.55",PUNTARENAS,ESPARZA,CALDERA,,,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\6-00149011\P-1019012-2005.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\6-00149011\6-00149011.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\6-00149011\P-1019012-2005_EP.pdf,,
"60",6-00096725,"1",P-0153082-1993,"24,339.67","21,179.67",PUNTARENAS,ESPARZA,CALDERA,,,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\6-00096725\P-0153082-1993.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\6-00096725\6-00096725.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\6-00096725\P-0153082-1993_EP.pdf,,
"61",1-00092800,"1",SJ-1397858-2010,"45,605.00","45,605.00",SAN JOSE,SANTA ANA ,POZOS,,,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\1-00092800\SJ-1397858-2010.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\1-00092800\1-00092800.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\1-00092800\SJ-1397858-2010_EP.pdf,,
"62",1-00722591,"1",SJ-2267293-2021,"28,657.00","28,657.00",SAN JOSE,SANTA ANA ,BRASIL,,,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\1-00722591\SJ-2267293-2021.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\1-00722591\1-00722591.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\1-00722591\SJ-2267293-2021_EP.pdf,,
"63",1-00662255,"6",SJ-1801239-2015,"69,637.00","69,637.00",SAN JOSE,SANTA ANA ,BRASIL,,,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\1-00662255\SJ-1801239-2015.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\1-00662255\1-00662255.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\1-00662255\SJ-1801239-2015_EP.pdf,,
"74",2-00333705,"1",A-0455844-1997,"7,554.32","7,392.32",ALAJUELA,ATENAS,JESUS,,,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00333705\A-0455844-1997.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00333705\2-00333705.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00333705\A-0455844-1997_EP.pdf,,
"75",1-00547774,"1",SJ-2281053-2021,"977","977",SAN JOSE,SANTA ANA ,POZOS,,,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\1-00547774\SJ-2281053-2021.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\1-00547774\1-00547774.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\1-00547774\SJ-2281053-2021_EP.pdf,,
"77",2-00520295,"1",A-1755320-2014,"993,105.00","983,489.00",ALAJUELA,ATENAS Y OROTINA,JESUS Y HACIENDA VIEJA,,,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00520295\A-1755320-2014.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00520295\2-00520295.pdf,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\FINCAS_MADRES\2-00520295\A-1755320-2014_EP.pdf,,
